index,tollbooth_name,way,highway,km,coords,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
188-07,la venta gob.edo.,lomas verdes-la venta,mex-057d,38.0,"19.348945,-99.306624",308,2.5,96.5,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112787,7.4,8.0,8.2,8.4,8.8,8.5,8.2,9.0,8.7,8.6,8.5,7.7
188-08,la venta gob.edo.,ent. san miguel-la venta,mex-057d,38.0,"19.348945,-99.306623",998,1.4,88.1,0.0,0.4,4.8,1.7,0.3,2.9,0.2,0.0,0.0,0.2,0.0,365178,8.4,8.1,8.7,8.3,8.6,8.4,8.2,8.5,8.0,8.2,8.2,8.4
189,bermejillo,gómez palacio-est.banderas,mex-049d,44.21,"25.923705,-103.622079",5615,0.2,35.1,0.0,8.8,2.7,1.9,2.6,32.2,7.0,1.0,0.2,8.3,0.0,2055035,8.0,6.8,7.8,7.7,8.2,8.0,9.8,9.3,8.0,8.3,8.1,10.0
190,ceballos,est. banderas-corralitos,mex-049d,130.41,"26.586801,-104.057535",5692,0.2,33.9,0.0,4.7,2.8,5.7,2.9,32.1,7.5,1.1,0.3,8.8,0.0,2083441,7.9,6.8,7.8,7.7,8.2,8.0,9.8,9.3,8.0,8.3,8.1,10.1
191,puente zacatal,zacatal-cd. del carmen,mex-180,162.41,"18.641814,-92.460301",4931,1.1,54.6,0.0,5.3,6.6,4.8,1.0,16.2,2.4,0.2,0.0,7.8,0.0,1804771,8.5,7.3,9.5,8.7,8.2,7.8,9.6,9.5,7.6,6.7,7.5,9.1
192,puente inter. nuevo amanecer,reynosa-pharr,mex-040,0.0,"26.041815,-98.208793",3341,0.0,41.7,0.2,0.0,2.8,5.4,1.5,47.4,0.9,0.1,0.0,0.0,0.0,1222628,8.0,7.8,8.2,8.5,8.5,7.7,8.3,8.4,7.8,8.3,9.0,9.5
193-01,zirahuén,pátzcuaro-uruapan,mex-126d,60.5,"19.505635,-101.659359",11208,0.4,65.0,0.2,3.2,5.0,3.6,1.9,8.8,2.4,0.7,0.1,7.0,1.7,4102236,8.8,8.0,8.9,8.3,8.3,7.8,8.5,8.8,7.6,8.4,8.1,8.5
193-02,zirahuén,pátzcuaro-zirahuén,mex-126d,68.7,"19.482352,-101.731047",237,0.4,78.7,0.3,2.7,5.6,1.9,0.2,1.7,0.2,0.0,0.0,0.2,8.1,86589,8.7,7.2,8.6,7.9,7.4,8.6,8.8,8.2,7.7,7.8,8.3,10.8
193-03,zirahuén,zirahuén-uruapan,mex-126d,68.7,"19.482352,-101.731047",914,1.1,87.4,0.3,0.5,4.0,3.2,0.4,0.6,0.5,0.0,0.0,0.1,1.9,334547,9.5,8.4,9.5,8.7,8.7,7.3,8.3,8.5,7.8,8.4,7.3,7.6
194-01,zurumucapio,zirahuén-zurumucapio,mex-126d,87.5,"19.441903,-101.883747",577,0.5,87.1,0.3,0.3,6.2,1.3,0.1,0.2,0.1,0.0,0.0,0.0,3.9,211247,9.6,8.0,8.2,7.5,8.2,8.2,8.1,8.3,7.8,9.9,8.7,7.5
194-02,zurumucapio,zurumucapio-uruapan,mex-126d,87.5,"19.441903,-101.883747",132,0.3,86.0,0.2,0.1,8.9,1.3,0.0,0.1,0.1,0.0,0.0,0.0,3.0,48158,9.3,7.9,6.6,9.2,9.2,8.0,8.1,8.5,8.6,10.4,8.1,6.1
195,puente inter. ignacio zaragoza los tomat,progreso-los tomates,mex-040,0.0,"25.868471,-97.475799",5071,0.3,87.0,0.3,0.2,0.7,1.7,0.5,8.4,0.7,0.0,0.2,0.0,0.0,1856081,8.1,8.1,8.6,8.7,9.1,7.5,7.7,8.5,8.1,9.2,7.9,8.5
196-01,nuevo progreso,reynosa-matamoros,mex-002d,47.39,"26.036283,-97.954508",4760,0.2,67.5,0.9,2.9,4.1,3.7,0.9,14.3,2.3,0.3,0.2,2.7,0.0,1742262,7.9,7.8,8.9,8.5,8.7,7.9,8.8,8.6,8.2,8.1,8.1,8.5
196-02,nuevo progreso,reynosa-progreso,mex-002d,47.39,"26.035225,-97.954419",3005,0.7,91.1,0.7,0.0,1.0,0.5,0.5,0.8,0.6,0.1,0.1,3.9,0.0,1099836,6.8,6.9,7.7,7.3,7.3,6.7,7.5,6.5,6.7,6.9,14.5,15.2
196-03,nuevo progreso,progreso-matamoros,mex-002d,47.39,"26.037136,-97.954575",816,0.5,88.6,5.7,0.0,0.6,1.4,0.1,1.0,0.3,0.1,0.0,1.7,0.0,298776,7.1,8.4,8.7,7.7,8.2,7.9,8.1,7.8,9.2,8.1,8.9,9.9
197,puente inter. piedras negras ii coahuila 2,piedras negras-eagle pass,mex-057,0.0,"28.698227,-100.506523",5263,0.2,87.0,0.0,0.4,2.9,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,1926332,7.8,7.8,8.5,8.4,8.8,8.2,8.3,8.5,8.4,9.2,8.5,7.6
198-01,taretán,ent. zirimícuaro-taretán,mex-037d,102.3,"19.355375,-101.918026",2047,7.8,86.8,0.2,0.1,2.3,0.8,0.1,0.4,0.0,0.0,0.0,0.0,1.5,749106,8.7,8.0,8.6,8.2,8.4,8.2,8.6,8.2,7.9,8.2,8.3,8.7
198-02,taretán,ent. zirimícuaro-ent. cajones,mex-037d,102.3,"19.355481,-101.917906",9177,0.7,64.7,0.2,3.0,4.0,4.2,2.2,7.6,2.9,0.9,0.1,7.8,1.7,3358694,8.8,7.8,9.1,8.4,8.4,7.8,8.7,8.7,7.2,7.9,8.1,9.1
198-03,taretán,taretán-ent. cajones,mex-037d,102.3,"19.351872,-101.917305",98,1.2,47.6,0.2,0.1,3.7,3.2,0.2,6.0,0.1,0.0,0.0,0.0,37.7,35836,7.6,7.3,8.0,8.9,8.5,8.6,8.1,9.2,8.2,8.6,8.6,8.4
199-01,santa casilda,ent. cajones-ent. cuatro caminos,mex-037d,132.2,"19.152947,-101.978122",8013,0.5,62.0,0.2,3.5,3.4,4.5,2.5,8.4,3.4,1.0,0.1,8.9,1.6,2932940,8.8,7.8,9.1,8.3,8.3,7.8,8.7,8.8,7.2,8.0,8.0,9.2
199-02,santa casilda,ent. cajones-ent. santa casilda,mex-037d,132.2,"19.156428,-101.976083",739,4.8,78.7,0.5,0.3,6.7,2.3,0.3,2.3,0.2,0.0,0.0,0.2,3.7,270486,8.7,7.9,9.1,9.5,9.4,9.0,8.3,7.9,7.6,8.0,7.1,7.5
199-03,santa casilda,ent. santa casilda-ent. cuatro caminos,mex-037d,132.2,"19.156428,-101.976083",61,1.4,71.4,0.5,1.5,7.8,2.8,1.0,2.6,1.0,0.0,0.0,0.1,9.9,22333,7.1,6.7,8.4,9.0,10.1,12.5,8.1,8.9,6.1,7.6,6.3,9.2
200-01,las cañas,nueva italia-lázaro cárdenas,mex-037d,211.4,"18.554183,-101.970404",5328,0.6,54.4,0.2,3.5,2.6,3.1,3.4,11.1,4.6,1.5,0.2,13.0,1.8,1949956,8.7,7.4,9.1,8.4,8.2,7.9,9.0,9.2,7.0,7.8,7.9,9.4
200-02,las cañas,ent. cuatro caminos-las cañas,mex-037d,211.4,"18.553659,-101.972988",93,0.5,46.9,0.2,6.0,5.0,4.2,1.4,2.1,2.1,0.1,0.0,0.4,31.1,33876,8.6,10.0,5.9,7.4,8.7,7.7,9.5,8.3,7.3,8.7,9.2,8.7
200-03,las cañas,las cañas-lázaro cárdenas,mex-037d,211.4,"18.553659,-101.972988",12,0.8,81.2,0.5,1.0,6.6,5.0,1.2,0.9,0.8,0.1,0.1,0.4,1.4,4522,3.5,16.7,10.0,3.7,4.6,3.1,5.1,6.5,4.0,7.0,18.6,17.2
201-01,feliciano,las cañas-feliciano,mex-037d,282.0,"18.004090,-101.961847",1962,1.0,83.3,0.2,4.2,2.2,3.8,0.6,1.8,0.7,0.0,0.0,0.5,1.7,718002,9.1,7.1,10.7,9.0,8.4,7.8,9.5,9.1,6.2,6.2,7.2,9.7
201-02,feliciano,las cañas-lázaro cárdenas,mex-037d,282.0,"18.006489,-101.961705",3715,0.4,41.6,0.2,2.8,2.8,3.0,4.6,15.0,6.2,2.2,0.2,18.5,2.5,1359558,8.5,7.8,8.3,7.9,8.0,8.0,8.6,9.1,7.4,8.7,8.5,9.2
201-03,feliciano,feliciano-lázaro cárdenas,mex-037d,282.0,"18.004665,-101.963863",1351,1.0,77.3,0.2,4.4,4.2,4.4,0.8,2.5,1.9,0.0,0.0,0.4,2.9,494386,8.6,7.5,9.0,8.4,8.8,8.1,8.8,9.3,7.1,7.4,7.5,9.5
202,puente inter. laredo iii,nuevo laredo-laredo,mex-085,5.2,"27.595078,-99.541522",6281,1.6,0.1,0.0,17.4,0.2,80.5,0.1,0.0,0.0,0.0,0.1,0.0,0.0,2298871,7.7,8.1,8.4,8.8,8.7,8.3,8.6,8.7,8.1,9.0,8.3,7.3
203-01,la venta sánchez magallanes,agua dulce-cárdenas,mex-184d,73.2,"18.030572,-93.812914",9575,0.5,43.4,0.0,3.3,5.5,6.0,1.3,22.1,4.4,0.5,0.1,12.9,0.0,3504403,8.9,7.7,8.8,8.6,8.3,8.1,8.9,8.9,7.8,7.6,7.8,8.6
203-02,la venta sánchez magallanes,agua dulce-ent. magallanes,mex-184d,73.2,"18.029939,-93.813036",826,0.6,81.7,0.0,2.7,3.1,2.2,0.5,6.8,1.4,0.0,0.0,1.0,0.0,302338,7.5,9.4,8.9,7.0,8.8,6.8,8.1,8.5,7.3,7.3,8.4,12.0
203-03,la venta sánchez magallanes,ent. magallanes-cárdenas,mex-184d,73.2,"18.031617,-93.813655",73,1.7,76.0,0.0,1.5,7.1,3.4,0.9,5.3,2.8,0.1,0.0,1.2,0.0,26719,7.9,7.5,7.5,7.2,8.1,12.2,9.0,8.4,7.0,9.8,7.7,7.7
204-01,san alejo tejocotal,ent. tulancingo-venta grande,mex-132d,112.5,"20.147472,-98.285748",10206,1.2,69.7,0.3,5.2,3.2,4.3,1.0,6.1,2.3,0.4,0.0,6.3,0.0,3735310,7.9,7.3,9.9,9.8,8.1,7.2,8.0,8.9,7.2,7.7,8.5,9.5
204-02,san alejo tejocotal,ent. tulancingo-san alejo,mex-132d,112.5,"20.146396,-98.286913",3986,1.2,83.1,0.6,0.6,4.2,4.7,0.8,2.0,2.3,0.0,0.0,0.5,0.0,1459006,7.7,7.9,8.7,7.8,8.4,7.9,9.7,8.5,7.1,8.1,8.6,9.6
204-03,san alejo tejocotal,san alejo-venta grande,mex-132d,112.5,"20.150056,-98.286626",2604,1.2,80.5,0.5,5.4,4.8,3.2,0.9,1.7,1.2,0.1,0.0,0.5,0.0,953218,8.4,7.5,9.1,8.2,8.4,7.7,8.1,9.1,8.3,8.0,8.6,8.6
205,totomoxtle,totomoxtle-ent. el pital,ver-d,181.361,"20.461955,-97.246087",2495,2.4,76.5,0.0,2.1,3.9,3.7,0.7,7.0,1.6,0.0,0.0,2.1,0.0,913113,7.8,7.4,12.0,10.0,8.7,7.5,8.1,9.7,7.3,6.2,6.8,8.5
206-01,las choapas,ent. las choapas-nvo. sacrificio,mex-187d,16.8,"17.944832,-94.172395",2829,0.5,33.2,0.0,4.3,6.0,10.5,1.5,22.4,4.5,0.4,0.3,16.4,0.0,1035232,9.0,7.9,9.0,8.8,8.3,7.7,8.6,8.6,7.4,7.7,7.7,9.3
206-02,las choapas,ent. las choapas-ent. las choapas ii,mex-187d,16.8,"17.942745,-94.172270",1488,6.3,84.9,0.0,1.6,4.2,1.9,0.1,0.5,0.2,0.0,0.0,0.3,0.0,544484,8.4,7.8,8.6,8.5,9.1,8.5,8.9,9.0,8.5,8.0,6.8,7.9
206-03,las choapas,ent. las choapas ii-nvo. sacrificio,mex-187d,16.8,"17.942734,-94.172243",45,2.8,66.9,0.0,11.3,5.8,8.0,0.3,3.6,1.0,0.1,0.0,0.2,0.0,16604,10.6,8.7,9.3,8.0,8.3,6.1,8.5,7.7,7.2,6.8,10.5,8.3
207-01,malpasito,nvo. sacrificio-raudales,mex-187d,128.0,"17.349070,-93.586472",4423,0.8,48.3,0.0,4.0,7.1,8.2,1.1,16.3,2.9,0.3,0.2,10.8,0.0,1618653,9.0,7.6,8.8,8.3,8.2,7.6,8.8,8.9,7.6,7.7,7.9,9.6
207-02,malpasito,malpasito-ent. rómulo calzada,mex-187d,128.0,"17.348364,-93.586876",46,6.6,83.0,0.0,2.5,3.4,1.9,0.3,1.8,0.4,0.0,0.0,0.1,0.0,16668,8.1,7.6,7.6,8.2,8.6,7.2,8.4,9.2,8.8,10.2,7.2,8.9
207-03,malpasito,ent. rómulo calzada-ocuilapa,mex-187d,128.0,"17.349146,-93.585533",338,7.8,86.4,0.0,0.4,3.9,1.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,123579,8.6,8.3,8.7,8.4,8.0,8.2,8.4,8.4,7.4,8.2,7.9,9.5
208,ocozocoautla,ent. raudales-ocozocoautla,mex-187d,182.2,"16.863183,-93.406856",4897,0.7,52.9,0.0,3.9,6.7,7.4,1.0,14.5,2.6,0.3,0.2,9.8,0.0,1792404,9.1,7.5,8.7,8.3,8.2,7.7,8.8,8.9,7.6,7.8,7.9,9.5
209,tepotzotlán,tepalcapa-tepeji del río,mex-057d,43.01,"19.715361,-99.207448",57657,0.6,69.9,0.0,4.4,5.2,3.7,0.4,12.7,0.6,0.1,0.0,2.4,0.0,21102341,8.3,7.7,8.7,8.3,8.3,8.1,8.5,8.6,8.0,8.2,8.3,9.0
210-01,jorobas,jorobas-tepeji del río,mex-057d,56.28,"19.826197,-99.249918",2086,0.9,58.8,0.0,4.1,6.6,6.2,0.6,15.3,2.5,0.2,0.0,4.8,0.0,763393,8.5,7.8,9.3,8.3,8.2,8.1,8.9,8.2,8.0,8.3,7.9,8.5
210-02,jorobas,jorobas-zumpango circuito mexiquense,mex-057d,56.28,"19.819929,-99.239830",17383,0.6,59.3,0.0,4.8,5.8,6.3,1.0,15.9,2.4,0.2,0.0,3.7,0.0,6362212,7.9,7.2,8.2,7.8,8.3,8.0,8.6,8.8,8.4,8.4,8.7,9.7
211,polotitlán,tepeji-polotitlán,mex-057d,133.05,"20.225323,-99.810700",609,0.6,81.1,0.0,1.7,5.0,4.0,0.4,4.1,1.5,0.1,0.0,1.5,0.0,223001,8.4,8.1,12.5,9.1,8.5,7.6,8.2,8.1,7.6,6.6,7.1,8.2
212-01,palmillas,tepeji del río-palmillas,mex-057d,147.917,"20.296112,-99.929069",39768,0.4,59.7,0.0,3.0,6.5,4.7,0.6,19.0,1.7,0.3,0.0,4.1,0.0,14555159,8.3,7.7,8.8,8.3,8.5,7.9,8.7,8.6,7.9,8.1,8.2,9.0
212-02,palmillas,tepeji del río-palmillas,mex-057d,146.5,"20.290958,-99.918505",13825,0.3,54.9,0.0,4.5,4.4,6.5,0.9,19.4,2.4,0.3,0.0,6.4,0.0,5059852,8.1,7.1,8.1,8.1,8.0,7.9,8.5,8.8,8.4,8.9,8.6,9.5
213,ixtapaluca,chalco panasonic-méxico,mex-150d,31.9,"19.293147,-98.883499",12853,5.1,86.3,0.0,0.5,3.8,2.1,0.1,1.8,0.2,0.0,0.0,0.1,0.0,4704372,9.8,9.2,10.0,9.3,8.6,7.8,7.8,6.5,6.7,7.2,8.4,8.7
214,chalco,méxico-chalco,mex-150d,32.0,"19.291989,-98.881711",34743,1.7,89.7,0.0,2.6,2.9,1.4,0.1,1.4,0.1,0.0,0.0,0.1,0.0,12715958,9.5,8.8,9.2,8.4,8.4,7.3,7.6,7.7,7.7,8.3,8.3,8.8
215,san marcos,méxico-río frío,mex-150d,33.3,"19.296272,-98.870712",32457,0.7,73.3,0.0,4.7,5.5,3.8,0.3,8.0,0.7,0.1,0.1,2.8,0.0,11879434,8.5,7.9,8.9,8.1,8.1,7.9,8.5,7.8,7.9,8.0,8.7,9.7
216,san marcos bis,méxico-circuito exterior mexiquense,mex-150d,33.3,"19.293370,-98.876020",8227,1.3,91.5,0.0,0.1,2.2,1.5,0.1,2.3,0.3,0.0,0.0,0.7,0.0,3010934,8.2,8.1,8.4,8.1,8.4,8.1,8.2,8.1,8.5,9.0,8.2,8.7
217,san martín texmelucan,río frío-puebla,mex-150d,91.0,"19.241190,-98.385786",51563,0.8,69.2,0.0,4.5,4.9,4.4,0.5,10.4,1.2,0.2,0.1,3.8,0.0,18871941,8.5,7.8,8.7,8.3,8.3,7.9,8.6,8.1,7.9,8.3,8.4,9.2
218,querétaro,querétaro-celaya,mex-045d,7.0,"20.572203,-100.472827",15370,0.4,66.1,0.0,3.4,6.9,4.7,0.7,12.9,1.3,0.5,0.1,3.0,0.0,5625570,8.1,7.8,8.5,8.3,8.4,8.1,8.7,8.7,7.9,8.6,8.3,8.6
219-01,querétaro bis,querétaro-ent. lib. suroeste de querétaro,mex-045d,7.0,"20.572359,-100.480865",18707,1.9,77.6,0.0,1.4,4.1,3.6,0.3,8.6,1.4,0.0,0.0,1.1,0.0,6846715,8.2,7.8,7.9,7.9,1.9,7.7,7.4,6.9,6.7,7.4,15.2,15.0
219-02,querétaro bis,ent. lib. suroeste de querétaro-celaya,mex-045d,7.0,"20.572035,-100.480724",6090,0.4,53.9,0.0,0.8,6.4,4.5,0.5,23.1,2.5,0.4,0.0,7.5,0.0,2229009,8.7,8.2,8.1,8.2,8.5,8.1,8.7,8.5,8.0,8.9,8.2,7.9
220,apaseo,apaseo-celaya,mex-045d,24.0,"20.533622,-100.627793",13207,0.4,51.0,0.0,4.2,4.9,7.0,1.1,21.0,2.8,0.5,0.1,7.0,0.0,4833914,8.1,7.4,8.2,8.0,8.2,7.8,8.3,8.8,8.2,8.6,8.7,9.7
221,villagrán,celaya-villagrán,mex-045d,63.0,"20.582194,-100.992150",989,0.8,77.1,0.0,1.7,3.9,4.8,0.4,8.6,1.6,0.0,0.0,1.1,0.0,362073,8.9,8.5,8.8,7.8,8.7,7.7,8.0,8.0,7.5,8.7,8.7,8.7
222-01,salamanca,celaya-irapuato,mex-045d,83.25,"20.598482,-101.180975",12259,0.3,54.8,0.0,3.6,6.8,7.0,0.8,18.3,2.1,0.4,0.0,5.9,0.0,4486832,8.4,7.5,8.1,8.0,8.4,8.0,8.6,9.0,8.0,8.4,8.4,9.2
222-02,salamanca,celaya-salamanca,mex-045d,83.25,"20.599156,-101.180658",1373,0.7,84.5,0.0,0.4,3.5,3.9,0.2,5.7,0.8,0.0,0.0,0.3,0.0,502604,8.4,7.5,8.1,7.8,8.4,8.0,8.3,8.6,8.1,8.5,8.7,9.6
222-03,salamanca,salamanca-irapuato,mex-045d,83.25,"20.597615,-101.181030",2151,1.0,89.8,0.0,0.3,2.7,2.0,0.1,3.7,0.3,0.0,0.0,0.1,0.0,787126,6.9,9.9,8.2,6.8,8.3,6.8,7.1,11.0,9.3,7.8,8.6,9.3
223-01,cerro gordo,celaya-ent. cerro gordo,mex-045d,78.9,"20.591986,-101.137269",14733,0.4,56.5,0.0,2.6,5.8,5.1,0.8,20.4,2.1,0.4,0.0,5.9,0.0,5392301,8.2,7.7,8.1,8.2,8.5,8.0,8.5,8.9,8.2,8.6,8.3,8.8
223-02,cerro gordo,ent. cerro gordo-irapuato,mex-045d,78.9,"20.590870,-101.144174",210,0.2,58.0,0.0,4.0,6.4,4.3,0.4,13.0,2.5,1.3,0.0,9.9,0.0,77001,6.7,11.9,7.7,6.7,8.1,5.7,6.4,9.6,10.5,7.4,9.8,9.5
223-03,cerro gordo,ent. cerro gordo-salamanca,mex-045d,78.9,"20.591839,-101.137374",131,1.9,91.2,0.0,0.2,3.1,2.0,0.3,0.9,0.3,0.0,0.0,0.1,0.0,47818,7.5,7.7,9.6,6.7,8.3,7.2,9.0,9.8,7.5,7.6,8.6,10.5
224,ixtenco,amozoc-ixtenco,mex-140d,1.0,"19.063641,-98.069094",12186,0.6,70.8,0.1,4.8,4.4,4.0,0.5,8.2,1.0,0.4,0.1,3.7,1.4,4460047,8.0,7.4,8.7,8.2,8.3,7.9,8.5,8.8,8.0,8.5,8.3,9.4
225-01,audi,ixtenco-audi,mex-140d,35.6,"19.274538,-97.826386",2020,0.4,65.6,0.4,11.6,3.3,2.1,0.5,13.4,0.7,0.1,0.0,0.9,1.0,739285,7.7,7.3,8.5,9.0,9.5,8.8,9.7,8.3,7.6,9.5,7.1,7.0
225-02,audi,audi-cuapiaxtla,mex-140d,35.6,"19.274538,-97.826386",133,0.0,32.0,0.0,0.1,8.7,5.4,1.5,34.8,5.6,0.2,0.0,11.7,0.0,48614,7.7,6.9,7.8,8.2,8.6,8.3,9.2,8.1,8.9,9.2,8.6,8.5
225-03,audi,audi-oriental,mex-140d,35.6,"19.274538,-97.826386",52,0.0,20.1,0.1,0.9,6.6,3.4,1.2,47.6,7.4,1.7,0.0,11.0,0.0,19149,7.3,6.4,6.6,6.4,7.0,6.9,7.8,7.3,15.2,8.1,10.6,10.4
226-01,cuapiaxtla,ixtenco-oriental,mex-140d,40.0,"19.310369,-97.797544",6976,0.6,70.2,0.2,3.5,4.1,4.2,0.5,8.1,1.0,0.6,0.2,4.8,2.0,2553157,8.6,7.3,9.1,8.2,7.9,7.6,8.2,8.8,7.9,8.0,8.4,10.0
226-02,cuapiaxtla,ixtenco-cuapiaxtla,mex-140d,40.0,"19.304138,-97.805398",2054,0.4,63.8,0.2,1.2,7.0,6.6,1.0,9.8,2.8,0.2,0.0,5.3,1.7,751611,7.3,7.4,7.8,7.9,8.8,8.1,8.5,8.7,8.0,9.1,8.8,9.6
226-03,cuapiaxtla,cuapiaxtla-oriental,mex-140d,40.0,"19.310263,-97.797461",6714,0.6,59.2,0.2,5.3,4.4,3.7,1.5,10.5,3.5,0.8,0.1,8.0,2.2,2457404,8.4,7.1,8.9,8.0,7.8,7.7,8.5,8.8,7.7,8.0,8.6,10.5
227-01,cantona,oriental-perote,mex-140d,81.0,"19.507504,-97.497748",8531,0.5,53.8,0.2,4.4,3.8,5.1,1.4,14.5,3.6,1.1,0.2,10.5,0.9,3122176,8.4,7.2,8.9,8.0,7.8,7.7,8.1,8.4,7.8,8.2,8.6,10.9
227-02,cantona,oriental-cantona,mex-140d,81.0,"19.506463,-97.495538",147,1.6,69.3,0.5,2.1,6.0,6.0,0.6,4.3,1.8,0.0,0.0,3.7,4.1,53636,7.6,7.1,8.3,7.3,7.3,17.2,8.8,8.6,8.8,7.5,5.6,5.9
227-03,cantona,cantona-perote,mex-140d,81.0,"19.506515,-97.495441",247,1.2,69.7,0.3,0.5,2.6,1.0,0.1,0.8,0.9,0.0,0.0,0.1,22.8,90282,9.4,7.8,8.0,7.0,7.7,8.2,8.0,8.1,6.9,7.3,10.1,11.5
228,perote,libramiento de perote,mex-140d,97.0,"19.551701,-97.289441",2183,0.3,36.4,0.2,0.6,8.1,13.6,4.3,17.0,10.1,0.3,0.2,7.9,1.0,798800,8.2,7.6,8.5,8.2,8.7,7.0,8.2,8.9,8.3,8.8,8.3,9.3
229-01,matehuala,san luis potosí-saltillo,mex-d,9.6,"23.664125,-100.607230",15361,0.1,22.3,0.5,1.6,5.9,3.6,0.9,53.8,4.0,0.4,0.1,6.8,0.0,5622176,8.7,7.8,8.5,8.3,8.5,7.9,8.7,8.5,7.7,8.2,8.1,9.1
229-02,matehuala,san luis potosí-dr. arroyo,mex-d,9.6,"23.664160,-100.606224",63,0.9,66.5,4.4,0.3,13.5,6.5,0.7,3.8,1.3,0.1,0.0,2.0,0.0,23199,7.9,7.1,9.3,7.5,7.6,8.0,8.7,9.7,9.0,8.4,7.7,9.1
229-03,matehuala,dr. arroyo-saltillo,mex-d,9.6,"23.664160,-100.606224",67,0.6,66.3,4.3,0.4,14.1,6.8,0.9,4.1,1.1,0.1,0.0,1.3,0.0,24353,8.7,7.1,9.0,7.9,7.8,7.5,9.5,8.6,7.7,7.2,8.4,10.6
230-01,atlacomulco,acambay-atlacomulco,mex-m40d,11.3,"19.911860,-99.852669",610,0.3,56.3,0.3,2.5,6.4,4.3,0.8,20.6,2.5,0.4,0.1,3.1,2.4,223290,6.9,7.2,7.6,7.6,8.3,8.0,8.6,9.5,10.5,8.6,8.2,9.0
230-02,atlacomulco,jilotepec-atlacomulco,mex-m40d,11.3,"19.911855,-99.852671",380,0.4,63.7,0.1,2.8,6.4,3.3,1.0,7.8,2.9,0.3,0.2,6.3,4.8,139094,7.9,7.7,7.7,7.9,8.5,8.1,8.6,8.4,8.4,8.6,8.7,9.5
230-03,atlacomulco,liverpool-atlacomulco,mex-m40d,11.3,"19.911862,-99.852669",1,0.0,2.1,0.0,0.0,0.0,1.6,0.0,2.6,25.7,7.3,2.4,58.3,0.0,509,5.9,6.5,9.6,11.0,12.0,7.1,6.1,5.7,8.6,8.4,9.0,10.1
230-04,atlacomulco,querétaro-atlacomulco,mex-m40d,11.3,"19.911862,-99.852669",3385,0.3,46.4,0.1,4.9,5.9,5.5,3.5,22.5,2.9,0.6,0.1,6.6,0.7,1239068,8.1,7.6,8.3,7.7,8.0,7.7,8.5,8.5,8.0,8.5,9.2,9.9
230-05,atlacomulco,tula ii-atlacomulco,mex-m40d,11.3,"19.911864,-99.852667",45,0.8,90.8,0.5,0.3,3.1,1.3,0.1,1.3,0.9,0.0,0.0,0.1,0.8,16364,8.0,7.5,8.6,7.7,7.9,8.6,8.7,8.0,7.6,8.2,9.5,9.7
230-06,atlacomulco,tula i-atlacomulco,mex-m40d,11.3,"19.911855,-99.852662",208,0.5,50.0,0.4,1.1,4.4,7.7,1.9,13.9,9.0,0.1,0.1,10.7,0.2,76222,9.0,8.6,9.8,8.5,8.2,7.1,7.7,7.9,7.5,7.8,8.3,9.6
230-07,atlacomulco,atitalaquia-atlacomulco,mex-m40d,11.3,"19.911860,-99.852669",37,0.5,56.0,0.4,0.7,2.6,11.5,1.5,4.6,17.3,0.1,0.1,4.3,0.4,13367,6.9,5.5,6.4,9.1,10.5,11.0,10.3,8.9,7.9,7.7,8.1,7.7
230-08,atlacomulco,apaxco-atlacomulco,mex-m40d,11.3,"19.911860,-99.852669",40,0.1,34.1,0.2,0.4,1.8,13.7,4.8,6.9,23.5,0.2,0.1,13.7,0.5,14543,8.5,9.3,9.7,8.3,7.3,6.7,7.2,6.8,6.4,8.8,9.5,11.5
230-09,atlacomulco,ajoloapan-atlacomulco,mex-m40d,11.3,"19.911855,-99.852674",14,0.7,78.7,0.7,1.6,7.2,3.6,2.1,4.1,0.6,0.2,0.0,0.2,0.3,5182,8.2,8.7,8.4,7.3,8.2,7.0,8.8,7.7,9.0,8.3,8.2,10.2
230-10,atlacomulco,pachuca-atlacomulco,mex-m40d,11.3,"19.911851,-99.852676",235,0.6,65.5,0.4,0.8,4.0,8.1,2.6,9.4,3.7,0.5,0.1,4.0,0.3,85829,7.9,7.5,8.5,7.9,8.0,7.8,8.9,8.0,9.2,7.8,8.3,10.2
230-11,atlacomulco,tulancingo-atlacomulco,mex-m40d,11.3,"19.911865,-99.852674",190,0.4,53.4,0.5,1.3,3.8,4.9,1.9,6.3,3.8,0.3,0.1,23.1,0.2,69576,9.7,8.4,9.0,9.1,8.4,6.5,7.9,9.3,6.3,7.8,8.2,9.4
230-12,atlacomulco,sahagún-atlacomulco,mex-m40d,11.3,"19.911855,-99.852660",19,0.4,16.4,0.3,0.2,1.3,1.2,2.0,14.9,17.7,1.4,0.7,43.4,0.1,6988,13.2,10.2,8.5,8.9,7.7,7.0,6.1,9.2,7.4,6.3,6.7,8.8
